sales_date,region,product,customer_type,sales_person_name,sales,products_sold
2014-09-01,West,Paper,Enterprise,Michael,442,36910
2014-09-01,West,Paper,Enterprise,Pam,791,24981
2014-09-01,South,Staplers,Consumer,Dwight,437,5773
2014-09-01,South,Staplers,Consumer,Jim,610,8382
2014-09-01,South,Staplers,Consumer,Michael,618,5428
2014-09-01,South,Staplers,Enterprise,Michael,431,4408
2014-09-01,South,Staplers,Enterprise,Jim,689,7563
2014-09-01,South,Staplers,Enterprise,Dwight,736,7979
2014-09-01,South,Staplers,Enterprise,Pam,830,10315
2014-09-01,South,Paper,Consumer,Dwight,227,8225
2014-09-01,South,Paper,Consumer,Jim,719,29781
2014-09-01,South,Paper,Enterprise,Jim,31,1334
2014-09-01,South,Paper,Enterprise,Michael,892,63609
2014-09-01,North,Staplers,Consumer,Pam,6,70
2014-09-01,North,Staplers,Consumer,Jim,604,6151
2014-09-01,North,Staplers,Consumer,Michael,683,8017
2014-09-01,North,Staplers,Consumer,Dwight,749,7589
2014-09-01,North,Staplers,Enterprise,Jim,232,3443
2014-09-01,North,Staplers,Enterprise,Dwight,662,9603
2014-09-01,North,Paper,Consumer,Pam,14,757
2014-09-01,North,Paper,Consumer,Dwight,51,1446
2014-09-01,North,Paper,Consumer,Michael,764,28401
2014-09-01,North,Paper,Enterprise,Michael,410,37157
2014-09-01,North,Paper,Enterprise,Jim,620,22902
2014-09-01,North,Paper,Enterprise,Pam,827,45438
2014-09-01,North,Paper,Enterprise,Dwight,945,71551
2014-09-01,East,Staplers,Consumer,Dwight,33,313
2014-09-01,East,Staplers,Consumer,Jim,86,864
2014-09-01,East,Staplers,Consumer,Pam,284,3296
2014-09-01,East,Staplers,Consumer,Michael,815,8952
2014-09-01,East,Staplers,Enterprise,Michael,148,2073
2014-09-01,East,Staplers,Enterprise,Jim,637,7533
2014-09-01,East,Staplers,Enterprise,Dwight,805,8421
2014-09-01,East,Paper,Consumer,Jim,98,2770
2014-09-01,East,Paper,Consumer,Pam,534,14351
2014-09-01,East,Paper,Consumer,Michael,556,23337
2014-09-01,East,Paper,Consumer,Dwight,870,32968
2014-09-01,East,Paper,Enterprise,Jim,412,18863
2014-09-01,East,Paper,Enterprise,Michael,507,39586
2014-09-01,East,Paper,Enterprise,Pam,719,23153
2014-09-01,East,Paper,Enterprise,Dwight,760,81726
2014-10-01,West,Staplers,Consumer,Jim,129,1674
2014-10-01,West,Staplers,Consumer,Dwight,148,1818
2014-10-01,West,Staplers,Consumer,Pam,374,3021
2014-10-01,West,Staplers,Consumer,Michael,815,8697
2014-10-01,West,Staplers,Enterprise,Jim,33,369
2014-10-01,West,Staplers,Enterprise,Michael,196,2856
2014-10-01,West,Staplers,Enterprise,Pam,705,10083
2014-10-01,West,Staplers,Enterprise,Dwight,787,9317
2014-10-01,West,Paper,Consumer,Jim,14,559
2014-10-01,West,Paper,Consumer,Michael,235,8620
2014-10-01,West,Paper,Consumer,Dwight,369,12911
2014-10-01,West,Paper,Consumer,Pam,563,15011
2014-10-01,West,Paper,Enterprise,Dwight,163,13354
2014-10-01,West,Paper,Enterprise,Jim,285,22428
2014-10-01,West,Paper,Enterprise,Michael,459,16851
2014-10-01,West,Paper,Enterprise,Pam,806,25476
2014-10-01,South,Staplers,Consumer,Dwight,498,4488
2014-10-01,South,Staplers,Consumer,Michael,525,6070
2014-10-01,South,Staplers,Consumer,Jim,579,5457
2014-10-01,South,Staplers,Consumer,Pam,931,8549
2014-10-01,South,Staplers,Enterprise,Michael,387,4706
2014-10-01,South,Staplers,Enterprise,Dwight,699,8809
2014-10-01,South,Staplers,Enterprise,Jim,778,12370
2014-10-01,South,Staplers,Enterprise,Pam,830,11712
2014-10-01,South,Paper,Consumer,Dwight,202,9733
2014-10-01,South,Paper,Consumer,Jim,783,32097
2014-10-01,South,Paper,Enterprise,Jim,26,1146
2014-10-01,South,Paper,Enterprise,Michael,838,32439
2014-10-01,North,Staplers,Consumer,Pam,5,61
2014-10-01,North,Staplers,Consumer,Jim,567,6408
2014-10-01,North,Staplers,Consumer,Michael,744,7955
2014-10-01,North,Staplers,Consumer,Dwight,763,6998
2014-10-01,North,Staplers,Enterprise,Jim,262,3236
2014-10-01,North,Staplers,Enterprise,Dwight,721,10761
2014-10-01,North,Paper,Consumer,Pam,15,596
2014-10-01,North,Paper,Consumer,Dwight,43,1538
2014-10-01,North,Paper,Consumer,Michael,725,28883
2014-10-01,North,Paper,Enterprise,Michael,422,45850
2014-10-01,North,Paper,Enterprise,Jim,545,27764
2014-10-01,North,Paper,Enterprise,Pam,901,66049
2014-10-01,North,Paper,Enterprise,Dwight,926,57230
2014-10-01,East,Staplers,Consumer,Dwight,34,339
2014-10-01,East,Staplers,Consumer,Jim,79,947
2014-10-01,East,Staplers,Consumer,Pam,278,3009
2014-10-01,East,Staplers,Consumer,Michael,782,7021
2014-10-01,East,Staplers,Enterprise,Michael,156,1535
2014-10-01,East,Staplers,Enterprise,Jim,541,5957
2014-10-01,East,Staplers,Enterprise,Dwight,756,11075
2014-10-01,East,Paper,Consumer,Jim,84,4564
2014-10-01,East,Paper,Consumer,Pam,539,16302
2014-10-01,East,Paper,Consumer,Michael,567,19468
2014-10-01,East,Paper,Consumer,Dwight,800,31012
2014-10-01,East,Paper,Enterprise,Jim,469,16806
2014-10-01,East,Paper,Enterprise,Michael,557,32883
2014-10-01,East,Paper,Enterprise,Pam,683,34830
2014-10-01,East,Paper,Enterprise,Dwight,729,33573
2014-11-01,West,Staplers,Consumer,Jim,114,954
2014-11-01,West,Staplers,Consumer,Dwight,148,1352
2014-11-01,West,Staplers,Consumer,Pam,418,4293
2014-11-01,West,Staplers,Consumer,Michael,823,7253
2014-11-01,West,Staplers,Enterprise,Jim,32,365
2014-11-01,West,Staplers,Enterprise,Michael,174,2738
2014-11-01,West,Staplers,Enterprise,Pam,697,9404
2014-11-01,West,Staplers,Enterprise,Dwight,771,12962
2014-11-01,West,Paper,Consumer,Jim,12,496
2014-11-01,West,Paper,Consumer,Michael,253,6523
2014-11-01,West,Paper,Consumer,Dwight,365,10503
2014-11-01,West,Paper,Consumer,Pam,512,14804
2014-11-01,West,Paper,Enterprise,Dwight,143,6271
2014-11-01,West,Paper,Enterprise,Jim,282,15344
2014-11-01,West,Paper,Enterprise,Michael,477,24925
2014-11-01,West,Paper,Enterprise,Pam,693,22163
2014-11-01,South,Staplers,Consumer,Dwight,463,5040
2014-11-01,South,Staplers,Consumer,Michael,509,4884
2014-11-01,South,Staplers,Consumer,Jim,526,4695
2014-11-01,South,Staplers,Consumer,Pam,884,9710
2014-11-01,South,Staplers,Enterprise,Michael,402,7008
2014-11-01,South,Staplers,Enterprise,Dwight,705,10262
2014-11-01,South,Staplers,Enterprise,Pam,771,8959
2014-11-01,South,Staplers,Enterprise,Jim,793,8668
2014-11-01,South,Paper,Consumer,Dwight,226,8235
2014-11-01,South,Paper,Consumer,Jim,712,20338
2014-11-01,South,Paper,Enterprise,Jim,23,2218
2014-11-01,South,Paper,Enterprise,Michael,762,25806
2014-11-01,North,Staplers,Consumer,Pam,5,55
2014-11-01,North,Staplers,Consumer,Jim,623,7350
2014-11-01,North,Staplers,Consumer,Michael,848,10478
2014-11-01,North,Staplers,Consumer,Dwight,862,8253
2014-11-01,North,Staplers,Enterprise,Jim,222,3047
2014-11-01,North,Staplers,Enterprise,Dwight,721,6864
2014-11-01,North,Paper,Consumer,Pam,13,470
2014-11-01,North,Paper,Consumer,Dwight,43,1556
2014-11-01,North,Paper,Consumer,Michael,783,30385
2014-11-01,North,Paper,Enterprise,Michael,388,15549
2014-11-01,North,Paper,Enterprise,Jim,528,43917
2014-11-01,North,Paper,Enterprise,Dwight,824,81423
2014-11-01,East,Staplers,Consumer,Dwight,32,402
2014-11-01,East,Staplers,Consumer,Jim,77,851
2014-11-01,East,Staplers,Consumer,Pam,278,2487
2014-11-01,East,Staplers,Consumer,Michael,742,7669
2014-11-01,East,Staplers,Enterprise,Michael,156,1809
2014-11-01,East,Staplers,Enterprise,Jim,459,6835
2014-11-01,East,Staplers,Enterprise,Dwight,687,9358
2014-11-01,East,Paper,Consumer,Jim,82,3677
2014-11-01,East,Paper,Consumer,Michael,561,24948
2014-11-01,East,Paper,Consumer,Pam,576,16244
2014-11-01,East,Paper,Consumer,Dwight,720,16376
2014-11-01,East,Paper,Enterprise,Jim,454,17564
2014-11-01,East,Paper,Enterprise,Michael,495,19873
2014-11-01,East,Paper,Enterprise,Pam,655,21128
2014-11-01,East,Paper,Enterprise,Dwight,714,33950
2014-12-01,West,Staplers,Consumer,Jim,128,1258
2014-12-01,West,Staplers,Consumer,Dwight,158,1889
2014-12-01,West,Staplers,Consumer,Pam,455,4455
2014-12-01,West,Staplers,Consumer,Michael,814,6910
2014-12-01,West,Staplers,Enterprise,Jim,34,445
2014-12-01,West,Staplers,Enterprise,Michael,187,3025
2014-12-01,West,Staplers,Enterprise,Pam,641,8617
2014-12-01,West,Staplers,Enterprise,Dwight,686,10063
2014-12-01,West,Paper,Consumer,Jim,13,595
2014-12-01,West,Paper,Consumer,Michael,217,7539
2014-12-01,West,Paper,Consumer,Dwight,419,21556
2014-12-01,West,Paper,Consumer,Pam,568,21818
2014-12-01,West,Paper,Enterprise,Dwight,157,16499
2014-12-01,West,Paper,Enterprise,Jim,284,24693
2014-12-01,West,Paper,Enterprise,Michael,419,29741
2014-12-01,West,Paper,Enterprise,Pam,589,22380
2014-12-01,South,Staplers,Consumer,Dwight,453,5135
2014-12-01,South,Staplers,Consumer,Michael,585,6554
2014-12-01,South,Staplers,Consumer,Jim,589,6772
2014-12-01,South,Staplers,Consumer,Pam,945,9621
2014-12-01,South,Staplers,Enterprise,Michael,438,4340
2014-12-01,South,Staplers,Enterprise,Jim,721,10814
2014-12-01,South,Staplers,Enterprise,Pam,740,11410
2014-12-01,South,Staplers,Enterprise,Dwight,747,10857
2014-12-01,South,Paper,Consumer,Dwight,250,9548
2014-12-01,South,Paper,Consumer,Jim,633,19515
2014-12-01,South,Paper,Enterprise,Jim,24,1508
2014-12-01,South,Paper,Enterprise,Michael,685,65204
2014-12-01,North,Staplers,Consumer,Pam,5,44
2014-12-01,North,Staplers,Consumer,Jim,585,5948
2014-12-01,North,Staplers,Consumer,Dwight,767,7883
2014-12-01,North,Staplers,Consumer,Michael,873,7277
2014-12-01,North,Staplers,Enterprise,Jim,222,2383
2014-12-01,North,Staplers,Enterprise,Dwight,793,12970
2014-12-01,North,Paper,Consumer,Pam,12,456
2014-12-01,North,Paper,Consumer,Dwight,47,1216
2014-12-01,North,Paper,Consumer,Michael,720,20411
2014-12-01,North,Paper,Enterprise,Michael,391,20277
2014-12-01,North,Paper,Enterprise,Jim,564,58909
2014-12-01,North,Paper,Enterprise,Dwight,824,37804
2014-12-01,North,Paper,Enterprise,Pam,968,54631
2014-12-01,East,Staplers,Consumer,Dwight,29,287
2014-12-01,East,Staplers,Consumer,Jim,86,811
2014-12-01,East,Staplers,Consumer,Pam,255,2631
2014-12-01,East,Staplers,Consumer,Michael,801,7470
2014-12-01,East,Staplers,Enterprise,Michael,132,1498
2014-12-01,East,Staplers,Enterprise,Jim,491,5359
2014-12-01,East,Staplers,Enterprise,Dwight,673,6496
2014-12-01,East,Paper,Consumer,Jim,94,3399
2014-12-01,East,Paper,Consumer,Michael,527,15719
2014-12-01,East,Paper,Consumer,Pam,541,17261
2014-12-01,East,Paper,Consumer,Dwight,806,37198
2014-12-01,East,Paper,Enterprise,Jim,472,25588
2014-12-01,East,Paper,Enterprise,Michael,539,49575
2014-12-01,East,Paper,Enterprise,Pam,602,23557
2014-12-01,East,Paper,Enterprise,Dwight,699,37148
