host_id,host_name,host_since,host_response_rate,host_acceptance_rate,host_is_superhost
7982949,Yani,2013-08-06,1,1,f
16839407,Marielle,2014-06-16,1,1,f
15777283,Tom,2014-05-20,1,1,f
9093960,Simone,2013-09-27,1,0.69,f
689016,Cindy,2011-06-11,0.9,0.6,f
3497141,Annemarie,2012-09-07,0.8,1,f
4350024,Bianca,2012-12-07,1,0.86,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
6372627,Sam,2013-05-13,,,f
3856517,Alexander,2012-10-13,0.69,0.88,f
24899423,Daniel,2014-12-16,1,1,f
6482591,Judith,2013-05-20,1,1,f
18587815,Weishna,2014-07-21,0.93,0.58,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
22145701,Sarah,2014-10-05,1,1,f
7639189,Marlies,2013-07-22,0.9,0.67,f
10361799,Anouschka,2013-12-01,0.86,1,f
4864375,Lucie,2013-01-27,1,1,f
12978079,Robert,2014-03-10,,,f
1612893,Nina,2012-01-16,1,0.7,f
1449649,Neram,2011-11-28,,,f
2710951,Anna,2012-06-22,0.4,0.68,f
5076226,Marijke,2013-02-13,1,,f
4425869,Bas,2012-12-17,0.9,1,f
4242916,Ewout & Bart,2012-11-25,1,0.5,f
9918359,Sophie,2013-11-10,,,f
7024458,Jana,2013-06-20,0.8,0.5,f
18213849,Theodoor,2014-07-16,1,1,f
14782519,Willem,2014-04-27,,,f
31227603,Jolien,2015-04-14,1,1,f
6565457,Ekaterina,2013-05-25,0.9,0.75,f
11823843,Robbert,2014-01-31,0.67,1,f
19779116,Guido,2014-08-10,0.61,0.71,f
16082096,Martin,2014-05-28,0.7,0.57,f
3145659,Sanne,2012-08-03,0.8,1,f
14707598,Mirza,2014-04-25,0.44,1,f
22398111,Maarten,2014-10-11,1,0.7,f
3516827,Umut,2012-09-09,0.92,0.77,f
11753088,Marlieke,2014-01-29,0.83,0.63,f
23403760,Richard,2014-11-06,,,f
3672917,Marjolein,2012-09-25,0.9,0.6,f
12541030,Jeroen,2014-02-24,1,0.22,f
33014615,Owner,2015-05-10,1,1,f
892550,Asaf,2011-07-30,0.97,0.75,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
1647818,Dirk,2012-01-24,0.92,0.85,f
10170774,Igor,2013-11-21,1,1,f
3988034,Sascha,2012-10-27,1,0.8,t
17885095,Malagueta,2014-07-09,1,1,f
1416034,Jantien,2011-11-17,,,f
4188932,Myrna,2012-11-19,0.78,1,f
20004778,Saab,2014-08-14,0.84,0.61,f
6482591,Judith,2013-05-20,1,1,f
8161184,Farhan Zemira,2013-08-14,0.95,0.56,f
8830237,Lennart,2013-09-14,1,,f
31903541,Gian,2015-04-25,0.3,0.67,f
7167492,Piet,2013-06-28,0.86,1,f
230246,Daan,2010-09-10,1,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
8915265,Peter,2013-09-18,1,1,f
8123094,Julie,2013-08-13,1,0.8,f
27116546,Sanne,2015-02-02,0.9,1,t
3062492,Ajdin,2012-07-26,1,1,f
1203532,Anneke,2011-09-24,1,,f
25164908,Laura,2014-12-24,0.98,0.81,f
3844707,Rob,2012-10-12,1,1,f
16700649,Jord & Laura,2014-06-12,0.9,0.92,f
2353917,David,2012-05-12,,,f
30630091,Herman,2015-04-05,1,1,f
10410582,Michiel,2013-12-03,0.75,1,f
39945257,Zs ANNA,2015-07-29,1,1,f
17519074,Laura,2014-07-01,1,0.5,f
8049968,Charlotte,2013-08-09,0.9,0.75,f
3971476,Sander,2012-10-25,1,1,f
12218368,Tim,2014-02-13,1,,f
23456075,Mark Jan,2014-11-07,1,1,f
15125841,Nora,2014-05-05,0.96,1,f
18623868,Sophie Sarina,2014-07-22,0.95,1,f
13737117,Ozlem,2014-03-31,0.71,1,f
14413638,Eef,2014-04-17,,,f
12232781,Danielle,2014-02-14,0.9,0.9,f
26573728,Bim,2015-01-23,1,0.67,f
35046181,Anton,2015-06-05,0.89,1,f
25734707,Johan,2015-01-07,1,1,t
4194050,Daisy,2012-11-19,,,f
9723327,Jasper,2013-10-30,1,1,f
25253393,Fiona&Samri,2014-12-27,0.9,0.96,f
13526671,Floor,2014-03-25,1,1,f
77484,Annelies,2010-02-04,1,0.99,f
3964788,Marcel,2012-10-24,0.83,1,f
2204326,Petra,2012-04-23,1,1,f
10312977,Fernando Jose,2013-11-28,1,0.67,f
8948053,Vu,2013-09-20,1,1,t
21260868,Vicky,2014-09-12,1,0.71,f
3899684,Kiki & Chris,2012-10-17,0.32,0.59,f
25832900,Peike,2015-01-09,1,,f
31495460,Y,2015-04-19,1,0.86,f
1817063,Jeroen,2012-02-27,0.9,0.92,f
15663607,Hans & Francis,2014-05-18,1,0.67,f
8649608,Ina,2013-09-05,0.8,0.92,f
36296994,Sanna,2015-06-20,1,1,f
459028,Stefania,2011-03-23,1,0.97,f
34573376,Maartje,2015-05-30,0.86,0.67,f
1155851,Tsarina,2011-09-14,0.9,1,f
14180867,Justine,2015-04-18,1,0.94,f
1477248,Diederik,2011-12-06,0.92,0.76,f
14687463,Meike,2014-04-24,0.9,0.83,f
1929929,Ernesto Alcaraz,2012-03-15,0.96,0.8,f
31342174,Anne,2015-04-16,0.5,1,f
17676093,Louke,2014-07-05,1,1,f
21689300,Erik,2014-09-23,1,0.5,f
6999042,Douwe&Niki,2013-06-19,1,1,f
3789946,Josephine,2012-10-07,1,0.69,f
6488908,Paulien,2013-05-20,,,f
25253393,Fiona&Samri,2014-12-27,0.9,0.96,f
3204480,Aart,2012-08-09,0.5,,f
3327797,Myra,2012-08-21,1,0.18,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
10905591,Dirk,2013-12-30,1,1,f
37659357,Alex & Iris,2015-07-06,0.9,1,f
510526,A.L.,2011-04-15,1,0.33,f
3863440,Marieke,2012-10-14,0.5,1,f
21554935,Ingrid,2014-09-20,1,1,t
24414973,Gabriel,2014-12-02,1,0.99,t
3347747,Nick,2012-08-23,1,1,f
18675105,Anneke,2014-07-22,1,1,t
36310517,Marcelo,2015-06-21,1,1,f
9121707,Gustavo,2013-09-29,1,1,f
42405645,Pavan,2015-08-24,1,0.86,f
36445846,Laurens,2015-06-22,1,1,f
10905591,Dirk,2013-12-30,1,1,f
25389632,Jan,2014-12-30,0.73,0.81,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
10506174,Damian,2013-12-08,0.9,0.89,f
15042942,Jasper,2014-05-03,1,0.5,f
32317700,Cantina,2015-05-01,0.6,1,f
3622835,Elenoor,2012-09-20,1,0.97,f
32191699,Chaim,2015-04-29,1,1,f
10905591,Dirk,2013-12-30,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
7803724,Sten,2013-07-29,,,f
260785,Lotte,2010-10-13,1,1,f
18987462,Patrick,2014-07-27,0.97,0.88,f
5416820,Paul,2013-03-11,,,f
6407677,Asdis,2013-05-15,1,1,t
27054505,Karst,2015-02-01,0.9,0.89,f
6941409,Yvonne,2013-06-16,0.9,1,f
2361679,Fiona,2012-05-13,1,0.94,f
20321857,Wiske,2014-08-20,1,1,f
3235956,Valentina,2012-08-12,0.57,1,f
10647909,Benjamin,2013-12-16,0.71,1,f
17991957,Jane,2014-07-12,1,1,f
106241,Tanja,2010-04-10,0.9,1,t
6399736,Suzanne,2013-05-15,1,1,t
5604191,Jovanna,2013-03-24,1,1,f
20299904,Loes,2014-08-20,0.9,0.8,f
9909673,Edward,2013-11-09,1,0.83,f
4262624,Fleur,2012-11-27,,,f
275886,Robert,2010-11-01,1,0.75,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
6873495,A M S,2013-06-12,1,0.92,f
23063293,Annet,2014-10-28,0.82,1,f
7004666,Lot,2013-06-19,0.8,1,f
4511579,Anne,2012-12-28,0.5,1,f
22317778,Marius,2014-10-09,1,0.86,f
4103782,Dolores,2012-11-09,0.9,0.71,f
31612000,Bob,2015-04-20,1,0.9,f
36894207,Chika,2015-06-27,1,1,f
9002083,Jacqueline,2013-09-23,1,0.86,f
7065826,Henrieke,2013-06-23,1,,f
10535948,Jeroen,2013-12-09,1,,f
2282315,Maarten,2012-05-03,1,1,f
13696272,Marlijn,2014-03-30,0.86,1,f
7570122,Remco,2013-07-18,0.71,1,t
22181094,Elize,2014-10-06,1,0.86,f
16634603,Hermen,2014-06-10,1,1,f
1557835,Joris & Lenneke,2012-01-02,1,1,f
30086358,Roy,2015-03-27,1,0.93,f
4203355,Els,2012-11-20,0.89,0.67,f
23627915,Sophie,2014-11-11,,,f
31228569,Kas,2015-04-14,0.97,0.9,f
27112089,Sonja,2015-02-02,1,1,f
5794480,Karen,2013-04-06,0.6,,f
13173235,Nicolette,2014-03-16,1,1,f
3186508,Sjoerd,2012-08-07,0.95,0.88,f
2321097,Jim,2012-05-08,0.93,0.95,f
36147017,Aga,2015-06-18,1,1,f
450453,Rudolf,2011-03-19,0.7,0.73,f
7400310,Philip,2013-07-10,1,1,f
9085127,Edith,2013-09-27,1,0.97,f
4111853,Emilie,2012-11-10,,,f
20056287,Mumu,2014-08-15,0.38,0.67,f
7872783,Enny,2013-08-01,1,1,t
39730585,Nic,2015-07-27,1,0.92,f
4203805,Marcello,2012-11-20,0.9,0.81,f
5700200,Rob (& Simone),2013-03-31,1,1,f
29882266,Patryk,2015-03-23,1,1,f
3327797,Myra,2012-08-21,1,0.18,f
4807298,Kees,2013-01-22,1,0.83,f
30204962,Dora,2015-03-29,0.9,1,t
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
20384529,Koen,2014-08-22,1,0.88,f
23928501,Lucas,2014-11-19,1,1,t
3186508,Sjoerd,2012-08-07,0.95,0.88,f
3327797,Myra,2012-08-21,1,0.18,f
6418584,Rutger,2013-05-16,1,0.33,t
4436713,Nadine,2012-12-18,0.5,0.76,f
7023284,Polyconsult,2013-06-20,0.95,0.96,f
31927664,Nicolaas,2015-04-25,1,1,f
124245,Edwin,2010-05-13,1,0.91,f
26143652,Suze,2015-01-15,0.9,0.83,f
12856622,Gert-Jan,2014-03-06,0.83,0.9,f
14240815,Sebastiaan,2014-04-13,0.9,0.9,f
6999042,Douwe&Niki,2013-06-19,1,1,f
7736063,Mayra And Federico,2013-07-26,0.88,1,f
1980888,Conny,2012-03-21,1,0.94,f
20800124,Jurjen,2014-09-01,0.85,0.77,f
7239298,Niek,2013-07-02,1,1,f
2586026,Daan,2012-06-09,0.9,0.95,f
2040542,Maud,2012-03-31,0.93,0.95,f
29791571,Frederique Sporken,2015-03-22,1,1,f
20842484,Anton,2014-09-02,0.83,0,t
435761,Rob,2011-03-11,0.9,1,f
3356377,Martijn,2012-08-24,1,0.94,t
11507135,Jan,2014-01-21,1,0.93,f
1242960,Arnold,2011-10-03,0.78,0.88,f
3327797,Myra,2012-08-21,1,0.18,f
7420463,Noemi,2013-07-11,0.75,,f
1464510,Michiel,2011-12-02,0.96,0.99,f
29782512,Gui,2015-03-22,1,1,f
1730202,Anja,2012-02-10,,,f
3875358,Jan,2012-10-15,1,1,f
24834172,Dieuwertje&Sassan,2014-12-14,0.9,1,f
28339736,Jorn,2015-02-25,1,0.71,f
2499050,Tijs,2012-05-30,0.98,0.71,f
3542045,Marloes,2012-09-11,0.91,0.95,f
2797260,Noriko,2012-07-01,0.82,0.92,f
1909580,Bart,2012-03-12,1,1,t
11618607,Ankie,2014-01-25,0.93,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
4032048,C.D.,2012-11-01,0.95,0.84,t
16435310,Mike,2014-06-05,1,1,f
3846003,Patri And Carlos,2012-10-12,1,1,f
3744858,A.U.,2012-10-03,1,0.75,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
287499,Rachel,2010-11-15,1,1,f
13063564,Maria Pilar,2014-03-12,1,0.69,f
1988463,Michiel,2012-03-22,1,1,f
25747098,Manon & Robbie,2015-01-07,0.8,0.86,f
4724741,Nicholas,2013-01-16,1,0.79,f
11751874,Jeffrey,2014-01-29,0.97,0.98,f
5794158,Anca,2013-04-06,0.73,1,f
1477248,Diederik,2011-12-06,0.92,0.76,f
20171636,Jona,2014-08-17,1,0.97,f
5557171,Rob,2013-03-21,1,0.7,t
3670709,Manu,2012-09-25,0.8,0.86,f
32645884,Christian,2015-05-05,,,f
78857,Am,2010-02-08,1,1,f
1436134,Veronica,2011-11-23,1,0.67,f
288514,Hev,2010-11-16,0.97,1,f
12948506,Michele,2014-03-09,1,1,f
59484,Alex,2009-12-02,1,1,f
3327797,Myra,2012-08-21,1,0.18,f
19235713,Nina,2014-07-31,0.82,0.43,f
20817250,Niels,2014-09-01,1,1,f
5645449,Hellen,2013-03-27,1,0.93,f
329249,Emmett,2010-12-28,1,1,f
40764795,Pyke,2015-08-07,1,1,f
21796849,Emely,2014-09-26,1,1,f
3889210,Marjolein,2012-10-16,1,0.89,t
3397926,Andrew,2012-08-28,0.8,0.83,f
22047244,Gerard,2014-10-02,1,1,f
3391907,Jordi,2012-08-27,0.4,1,f
9115172,Fleur,2013-09-29,1,,f
4685354,Michelle,2013-01-13,,,f
1688556,Sanja,2012-02-02,1,0.5,f
12856622,Gert-Jan,2014-03-06,0.83,0.9,f
4293635,Amsterdam At Home,2012-12-01,1,,f
1347783,Garion,2011-10-29,1,,f
6302396,Elsbeth,2013-05-09,1,0.86,f
4009374,Simon,2012-10-29,0.95,0.86,f
20906639,Fernando,2014-09-03,1,0.86,f
4659585,Valerie,2013-01-10,0.81,0.74,f
13137149,Kari,2014-03-14,1,0.47,f
3449505,Annemieke,2012-09-02,1,0.5,t
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
1582009,Michiel,2012-01-08,1,,f
11929685,Heidi,2014-02-04,1,0.79,f
41642643,Chris,2015-08-16,0.93,0.68,f
37206979,Rick,2015-07-01,0.5,0.67,f
335039,Marleen,2011-01-04,1,0.88,f
9667223,Vronique,2013-10-27,0.73,0.91,f
12966783,Pieter,2014-03-09,1,1,t
6841023,Anouk,2013-06-10,,,f
14490440,Annemarie,2014-04-20,1,1,f
3763801,Maaike,2012-10-05,1,0.67,f
6461575,Paul & Joanna,2013-05-19,1,1,f
59484,Alex,2009-12-02,1,1,f
14626041,Jo,2014-04-23,1,1,t
17414299,Andy,2014-06-29,1,1,f
4028961,Heike,2012-11-01,1,0.44,f
7005799,Robin,2013-06-19,0.64,0.71,f
10499302,Todd,2013-12-08,0.8,0.83,f
399879,Tina,2011-02-19,0.96,1,f
15129072,Jochem,2014-05-05,,,f
37200011,Joes,2015-07-01,0.9,0.88,f
3217422,Joris,2012-08-10,0.67,0.96,f
6999042,Douwe&Niki,2013-06-19,1,1,f
2646706,Jan,2012-06-15,0.98,0.98,f
7974698,David,2013-08-06,1,0.91,f
6999042,Douwe&Niki,2013-06-19,1,1,f
22529094,David,2014-10-14,,,f
20034332,Olivier,2014-08-14,1,0.8,t
14150256,Anneke,2014-04-11,1,1,f
7614945,Nieke,2013-07-20,1,0.96,f
28730150,Familie,2015-03-04,1,1,f
6098879,Sander,2013-04-26,1,0.97,f
6223967,Marjolijn,2013-05-04,1,1,f
29650604,Iman,2015-03-19,1,0.94,f
7956705,Jelline,2013-08-05,1,0.93,t
25543236,Jonas,2015-01-03,0.94,0.75,f
1509881,Godelief,2011-12-16,0.92,1,f
11839956,Sophia En Daphne,2014-02-01,1,1,t
5435261,Jasper,2013-03-12,1,0.83,f
10905591,Dirk,2013-12-30,1,1,f
23161027,Reiner,2014-10-30,1,0.94,f
7661256,Jos,2013-07-23,1,1,t
2626671,Daan,2012-06-13,1,1,t
28080954,Francine,2015-02-21,1,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
31975730,Johannes,2015-04-26,,,f
10522982,Wouter,2013-12-09,,,f
5598500,Maaike,2013-03-24,1,0.67,f
3680752,Jessica,2012-09-26,0.8,1,f
22504763,Vanda,2014-10-13,0.89,0.71,t
1155851,Tsarina,2011-09-14,0.9,1,f
19025205,Kamiel,2014-07-28,1,0.33,f
15553619,Leonie,2014-05-15,0.93,0.79,f
25886129,Iris,2015-01-10,0.9,1,f
1998272,Sascha,2012-03-24,0.62,1,f
971085,Rod,2011-08-15,1,1,f
36261407,Victor,2015-06-20,0.92,1,f
362990,Emanuele,2011-01-26,0.83,1,f
34030547,Rene,2015-05-23,,,f
13861116,August,2014-04-03,0.97,0.95,f
39312078,Maria,2015-07-23,1,1,f
1691929,Barron,2012-02-02,1,1,f
12874970,Carlos,2015-05-26,1,0.96,f
922621,Marijn,2011-08-04,0.5,1,f
10411661,Maaike,2013-12-03,,,f
3327797,Myra,2012-08-21,1,0.18,f
5275866,Michele,2013-03-01,0.92,1,f
2613932,Suzette,2012-06-12,0.6,0.88,f
19122930,Liz,2014-07-29,0.88,1,f
4764704,Boudewijn & Githa,2013-01-19,0.9,0.6,f
26919,Jennifer And Chad,2009-07-22,1,0.83,t
1242960,Arnold,2011-10-03,0.78,0.88,f
16587129,Roel,2014-06-09,1,0.86,f
4688823,Yori,2013-01-13,1,0.67,f
5739589,Alexander,2013-04-02,1,0.47,f
35862996,Shery,2015-06-15,1,1,f
8154958,Heleen,2013-08-14,1,1,f
24689607,Garo,2014-12-10,0.73,0.43,f
2953285,Ellen,2012-07-16,0.88,1,f
12856622,Gert-Jan,2014-03-06,0.83,0.9,f
33714121,Max,2015-05-19,0.4,0.5,f
4009374,Simon,2012-10-29,0.95,0.86,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
9148155,Jeske,2013-09-30,1,0.67,f
2060364,Ed,2012-04-03,1,1,f
18019413,Xer,2014-07-12,,,f
8391181,Sibel,2013-08-25,1,0.77,f
10006607,Dana,2013-11-14,0.5,0.88,f
8443558,Beau,2013-08-27,0.56,0.67,f
1464510,Michiel,2011-12-02,0.96,0.99,f
6388943,Arne,2013-05-14,1,0.78,t
32593335,Christina,2015-05-04,,,f
437989,Amy,2011-03-12,,,f
37214971,Eric & Ming,2015-07-01,1,0.98,f
2673467,Hilda,2012-06-18,0.88,0.73,f
788073,Eva,2011-07-07,0.8,0.94,f
4091515,Karin,2012-11-08,0.7,0.91,f
14184874,Eldon,2014-04-12,0.61,0.74,f
450453,Rudolf,2011-03-19,0.7,0.73,f
4614541,Bettina,2013-01-07,1,1,f
25154677,Savas,2014-12-24,1,1,f
3430410,Jorden,2012-08-31,1,0.57,f
36179475,Pieter,2015-06-19,0.9,1,f
11935426,Jenny,2014-02-04,1,1,f
4141098,Leonard,2012-11-13,0.8,0.93,f
23884773,Philip,2014-11-18,1,0.85,f
4436627,Laura,2012-12-18,1,0.67,f
10647909,Benjamin,2013-12-16,0.71,1,f
6731728,Jen,2013-06-04,1,1,f
16714576,Sanne,2014-06-12,,,f
34670170,Jeroen,2015-05-31,1,1,f
1980888,Conny,2012-03-21,1,0.94,f
10894224,Ernst,2013-12-29,1,0.63,f
5049733,Paul,2013-02-11,0.9,0.92,f
15808039,Grieteke,2014-05-21,0.9,0.33,f
4615516,William,2013-01-07,1,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
7767220,Danique,2013-07-28,1,1,f
40764795,Pyke,2015-08-07,1,1,f
967664,Rakesh,2011-08-14,1,0.67,f
16537350,Sanne,2014-06-08,,1,f
36785268,Ralf,2015-06-26,1,0.6,f
8778234,Malou,2013-09-11,1,1,f
7594884,Duco,2013-07-19,0.91,1,f
16670051,Liza,2014-06-11,1,1,f
29586524,Pauline,2015-03-18,1,0.6,f
5493932,Carole,2013-03-17,1,1,f
13178078,Mascha,2014-03-16,1,1,f
5947869,Iris,2013-04-16,0.83,0.5,f
8022753,Jan Roderick,2013-08-08,0.9,0.67,f
4949745,Liza,2013-02-03,1,1,f
21042827,Tabitha,2014-09-07,0.93,1,f
1920154,Egija,2012-03-14,0.6,1,t
312454,Rachelle,2010-12-07,,,f
10050589,Veronica,2013-11-16,0.73,1,f
4961722,Maaike,2013-02-04,0.77,1,f
4120042,Aafke,2012-11-11,0.56,1,f
732852,Anita,2011-06-22,1,1,t
6462374,Anja,2013-05-19,1,0.71,f
2932103,Carl & Ronnie,2012-07-14,1,0.96,f
3799861,Aki,2012-10-08,0.86,1,f
3674413,Lucienne,2012-09-25,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
6019841,Petra,2013-04-21,1,1,f
9275484,Henrica,2013-10-07,1,0.92,f
21511284,Philip,2014-09-19,1,1,f
31962602,Pier,2015-04-26,1,1,f
30690147,Frans,2015-04-06,1,1,f
24856785,Anne-Sophie,2014-12-15,,,f
5631247,Lilian,2013-03-26,1,0.8,f
3899684,Kiki & Chris,2012-10-17,0.32,0.59,f
10029813,Mariana,2013-11-15,0.9,0.89,f
8948053,Vu,2013-09-20,1,1,t
1664548,Carl,2012-01-28,1,0.91,f
5184617,Jakobus,2013-02-22,0.83,0.8,f
9254550,Tawan,2013-10-06,1,0.97,f
6331314,Hester & Douwe,2013-05-11,1,1,t
897828,Eline,2011-07-31,0.63,0.64,f
5755515,Barak,2013-04-03,0.96,1,f
7419619,Helga,2013-07-11,0.95,0.87,f
298655,Filipa,2010-11-25,0.77,0.7,f
19781649,Theo,2014-08-10,0.8,0.78,f
11063235,Julian,2014-01-06,1,0.67,f
3756198,Harm,2012-10-04,0.7,1,f
15375104,Henrique & Ayesha,2014-05-11,0.94,0.98,t
2546349,Carina,2012-06-04,0.88,1,f
669178,Sammy,2011-06-06,0.99,1,f
19903496,Travis,2014-08-12,0.67,0,f
213960,Riek,2010-08-26,1,1,f
2175726,Robert,2012-04-19,0.8,0.88,f
7712917,Sofie,2013-07-25,1,1,f
2871930,Paulien & Gijs,2012-07-08,1,1,t
3770687,Rodger,2012-10-05,0.57,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
31342174,Anne,2015-04-16,0.5,1,f
704553,Mare,2011-06-15,1,1,f
669178,Sammy,2011-06-06,0.99,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
7690134,Sivan,2013-07-24,,,f
8085038,Rod,2013-08-11,0.8,1,f
30534533,Anouk,2015-04-03,,,f
4097500,Michal,2012-11-08,1,1,t
3170930,Marleen,2012-08-06,0.94,1,f
38833708,Amanda,2015-07-18,0.79,0.83,f
3249166,Geerten,2012-08-13,1,1,f
3327797,Myra,2012-08-21,1,0.18,f
4362519,Sol,2012-12-09,1,,f
3357860,Sietske,2012-08-24,1,1,f
9407055,Femke,2013-10-13,1,0.17,f
16768578,Ruben,2014-06-14,0.9,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
4330785,Marelle,2012-12-05,0.55,0.85,f
19903865,Marilou & Wessel,2014-08-12,1,1,t
13985364,Daan,2014-04-07,0.4,0.92,f
28209723,Floortje & Willem,2015-02-23,1,1,f
5582413,Karianne,2013-03-23,0.92,0.43,f
2272095,Katinka,2012-05-02,0.9,1,f
3044403,Valeria,2012-07-24,0.8,1,f
22191129,Judith,2014-10-06,1,0.93,f
12856622,Gert-Jan,2014-03-06,0.83,0.9,f
895838,Carry,2011-07-31,0.88,0.71,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
8988840,Tamara,2013-09-22,1,0.77,f
1849988,Nicolet,2012-03-03,1,0.95,t
13137149,Kari,2014-03-14,1,0.47,f
12378207,Tom,2014-02-19,0.93,0.84,f
11620583,Koos,2014-01-25,1,1,f
5755515,Barak,2013-04-03,0.96,1,f
4735999,Lizzy,2013-01-17,0.5,1,f
2118982,Eltjo,2012-04-11,1,1,f
7419804,Vivian,2013-07-11,1,0.9,f
9298367,Antoine,2013-10-08,1,0.5,f
1494200,Esther,2011-12-11,0.75,0.8,f
1141485,Gisle And Simon,2011-09-11,1,1,f
26410477,Suzanne,2015-01-20,0.9,1,f
39014041,Lieva,2015-07-20,1,1,f
41569108,Eveline,2015-08-15,1,,f
30007765,Camille,2015-03-25,0.95,1,f
12169447,Dominique,2014-02-12,1,1,f
1657165,Franciscus (Franois),2012-01-26,1,0.5,t
7625861,Lotje,2013-07-21,1,1,t
6999042,Douwe&Niki,2013-06-19,1,1,f
3845938,Maud,2012-10-12,0.7,0.86,f
12057328,Domi,2014-02-08,0.8,0.5,f
21947631,Martijn,2014-09-30,,,f
2266505,Iva,2012-05-01,0.74,0.94,f
6462811,Ghada,2013-05-19,1,1,f
459028,Stefania,2011-03-23,1,0.97,f
14856684,Linus,2014-04-28,1,0.71,f
2329292,Cedric,2012-05-09,0.85,0.98,f
3233074,Daniel,2012-08-12,0.8,0.29,f
18984484,Beatrice,2014-07-27,0.8,0.96,f
13861116,August,2014-04-03,0.97,0.95,f
27310824,Laurens,2015-02-06,0.84,0.5,f
3640101,Johanna,2012-09-22,1,0.33,f
19105567,Martijn,2014-07-29,0.95,0.89,f
199266,Anne,2010-08-12,1,1,f
8729867,Dafna,2013-09-09,1,0.83,f
20298597,Lietje,2014-08-20,0.29,0.84,f
10050589,Veronica,2013-11-16,0.73,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
7182277,Ron,2013-06-29,,,f
119217,Allan,2010-05-06,0.97,1,f
4742310,Valerie,2013-01-17,1,1,f
7576413,Celeste & Hein,2013-07-18,0.88,0.75,f
329249,Emmett,2010-12-28,1,1,f
843991,Alex,2011-07-20,,,f
10495961,Esther,2013-12-08,0.64,0.66,f
14474178,Ameen,2014-04-19,,,f
5405902,Andrew,2013-03-10,1,0.92,f
5204869,Renske,2013-02-24,1,,f
10065305,Jeanine,2013-11-17,0.61,0.33,f
18640428,An,2014-07-22,0.83,0,f
21431211,Henk,2014-09-17,1,1,f
6962857,Jessica,2013-06-17,,,f
3823268,Geerke,2012-10-10,1,1,f
30118557,Rowan,2015-03-27,1,1,f
10668762,Merel,2013-12-17,,,f
31477181,Talitha,2015-04-18,1,1,f
3051822,Reinier,2012-07-25,0.67,0.75,f
5349643,Sasha,2013-03-06,0.9,0.63,f
3528684,Emma,2012-09-10,1,1,f
33556377,Rosan,2015-05-17,0.71,1,f
5405902,Andrew,2013-03-10,1,0.92,f
8027754,Toon,2013-08-08,0.67,1,f
3117904,Egor,2012-07-31,0.8,0.97,f
9719661,Thomas,2013-10-30,,,f
6862817,Eduardo,2013-06-11,0.8,0.75,f
42822106,Bommel,2015-08-29,,,f
2138840,Chispa,2012-04-14,0.75,0.56,f
2480643,Emma,2012-05-28,1,0.96,t
11891557,Jaap,2014-02-03,0.36,0.92,f
6870489,Jetta,2013-06-12,1,1,f
30695891,Thomas,2015-04-06,1,1,f
2639811,Matthijs,2012-06-14,0.75,0.67,f
1141485,Gisle And Simon,2011-09-11,1,1,f
31437353,Michelle,2015-04-18,1,,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
10504458,Manuel,2013-12-08,0.27,1,f
7307130,Paulien,2013-07-05,0.85,1,f
15375104,Henrique & Ayesha,2014-05-11,0.94,0.98,t
17353510,Mijntje,2014-06-28,0.8,1,f
6967684,Anita,2013-06-17,1,0.83,f
12947165,Anita,2014-03-09,0.85,0.54,f
2040542,Maud,2012-03-31,0.93,0.95,f
38318780,Bas,2015-07-13,1,0.94,f
34886244,Eemke,2015-06-03,1,1,f
39385829,Hans,2015-07-23,1,0.97,f
33451543,Misha,2015-05-15,1,0.5,f
1480817,Gerard,2011-12-07,1,0.44,t
447638,Stacey&Jason,2011-03-17,0.93,1,f
669178,Sammy,2011-06-06,0.99,1,f
1801815,Ingrid,2012-02-24,1,1,t
517215,Beheer Mijn Huis,2011-04-18,1,0.95,f
1645998,Djoke,2012-01-24,0.78,1,f
20385800,Nathalie,2014-08-22,1,0.92,f
7249564,Martina,2013-07-02,1,1,f
